item_code,item_id,n_slots,s_total,rop_global,rop_per_pod
31501901003,925,1,40,20,20
14351056001,926,1,16,8,8
11103116001,927,1,12,6,6
12106006001,928,1,24,12,12
10023035001,929,1,48,24,24
14510030001,930,1,13,7,7
31567019001,931,1,48,24,24
11050059001,932,1,12,6,6
14805023001,933,1,96,48,48
14805001001,934,1,96,48,48
12212011001,935,1,32,16,16
10021022001,936,2,72,36,18
14506211001,937,1,12,6,6
14241024001,938,1,48,24,24
14242156001,939,1,40,20,20
14104193001,940,1,12,6,6
14832005001,941,1,120,60,60
12011199001,942,1,24,12,12
14830012001,943,1,144,72,72
10032048001,944,1,48,24,24
15021057001,945,1,192,96,96
12011255001,946,1,24,12,12
14241037001,947,1,150,75,75
15021042001,948,2,144,72,36
11111005001,949,1,12,6,6
10034013001,950,1,120,60,60
11111022001,951,1,12,6,6
12201108001,952,8,16,8,1
10014101001,953,1,168,84,84
14621021001,954,4,144,72,18
12212007001,955,1,39,20,20
14351052001,956,1,24,12,12
14352069001,957,1,12,6,6
14520066001,958,1,96,48,48
11050038001,959,1,24,12,12
14507029001,960,1,24,12,12
10014034001,961,1,144,72,72
14201022001,962,1,20,10,10
14203059001,963,1,40,20,20
14511026001,964,1,13,7,7
10040038001,965,3,48,24,8
12123902001,966,1,40,20,20
10034032001,967,1,144,72,72
31532099001,968,1,48,24,24
12010262001,969,1,84,42,42
14210081001,970,1,80,40,40
10053901001,971,1,72,36,36
10041007001,972,3,144,72,24
12010036001,973,1,288,144,144
14615107001,974,1,36,18,18
14522048001,975,1,96,48,48
12020339001,976,1,20,10,10
14203003001,977,1,40,20,20
10034002001,978,1,48,24,24
14222071001,979,1,30,15,15
12100003001,980,1,96,48,48
14222089001,981,1,48,24,24
14612005001,982,1,24,12,12
14204133001,983,1,30,15,15
14222999001,984,1,48,24,24
14506291001,985,1,32,16,16
12122034001,986,1,36,18,18
12120061001,987,1,101,51,51
11111015001,988,1,12,6,6
15022021001,989,1,192,96,96
14361012001,990,1,15,8,8
14311081001,991,1,18,9,9
14311236001,992,1,18,9,9
14810031001,993,1,48,24,24
14501007001,994,1,96,48,48
12212006001,995,1,36,18,18
14805059001,996,1,96,48,48
12011065001,997,1,24,12,12
14000068001,998,1,24,12,12
12011333001,999,1,12,6,6
10040028001,1000,3,12,6,2
14104146001,1001,2,32,16,8
12011299001,1002,1,36,18,18
14240001001,1003,1,12,6,6
14001001001,1004,2,16,8,4
14510058001,1005,1,13,7,7
10014030001,1006,1,48,24,24
10040011001,1007,2,80,40,20
10016011001,1008,1,96,48,48
11050081001,1009,1,63,32,32
14200093001,1010,1,48,24,24
10014024001,1011,1,144,72,72
31420014001,1012,1,48,24,24
14001089001,1013,1,12,6,6
14001096001,1014,1,24,12,12
14110146001,1015,1,48,24,24
11070003001,1016,1,36,18,18
12120898001,1017,1,72,36,36
14104005001,1018,1,30,15,15
12120007001,1019,1,24,12,12
14202040001,1020,1,36,18,18
31502034001,1021,1,30,15,15
14120024001,1022,1,20,10,10
14010226001,1023,1,20,10,10
12202008001,1024,3,12,6,2
14204053001,1025,1,24,12,12
12010192001,1026,1,72,36,36
14506045001,1027,1,24,12,12
14830043001,1028,1,168,84,84
31568016001,1029,1,60,30,30
10303001001,1030,2,192,96,48
14241023001,1031,1,48,24,24
11021013001,1032,1,6,3,3
12100023001,1033,1,72,36,36
12001109001,1034,1,30,15,15
14820031001,1035,1,72,36,36
14241033001,1036,1,40,20,20
12000045001,1037,1,24,12,12
14830020001,1038,1,168,84,84
14242039001,1039,1,40,20,20
10024003001,1040,1,12,6,6
14506204001,1041,1,48,24,24
14822062001,1042,1,72,36,36
14620158001,1043,1,24,12,12
14361114001,1044,2,24,12,6
14621051001,1045,1,96,48,48
12010144001,1046,1,144,72,72
14603010001,1047,1,60,30,30
12102055001,1048,1,96,48,48
10033031001,1049,2,24,12,6
14370007001,1050,1,24,12,12
14010006001,1051,2,90,45,23
12201071001,1052,4,132,66,17
14010038001,1053,1,45,23,23
14243150001,1054,1,60,30,30
12123069001,1055,1,18,9,9
12011022001,1056,1,24,12,12
14242145001,1057,1,24,12,12
12011058001,1058,1,12,6,6
14613918001,1059,1,12,6,6
10014109001,1060,1,72,36,36
14243026001,1061,1,60,30,30
12201020001,1062,4,120,60,15
12201022001,1063,1,39,20,20
14010048001,1064,1,12,6,6
10034045001,1065,1,48,24,24
14831027001,1066,1,168,84,84
10031023001,1067,1,48,24,24
31503001001,1068,1,48,24,24
10052019001,1069,1,24,12,12
14510210001,1070,1,13,7,7
14500066001,1071,1,24,12,12
11103237001,1072,2,6,3,2
31502034002,1073,1,30,15,15
10020012001,1074,1,120,60,60
14210046001,1075,1,36,18,18
14220086001,1076,1,72,36,36
11050039001,1077,1,8,4,4
12120082001,1078,1,91,46,46
14200130001,1079,1,20,10,10
14210024001,1080,1,50,25,25
14222107001,1081,1,12,6,6
14612015001,1082,1,24,12,12
14804999001,1083,1,96,48,48
14222025001,1084,1,48,24,24
14111017001,1085,1,12,6,6
10023038001,1086,1,48,24,24
14361159001,1087,1,12,6,6
10001007001,1088,1,48,24,24
14010285001,1089,1,10,5,5
14361055001,1090,1,12,6,6
14244906001,1091,1,72,36,36
11103270002,1092,1,6,3,3
12220016001,1093,1,16,8,8
12005093001,1094,1,36,18,18
14002046001,1095,1,24,12,12
14502018001,1096,1,24,12,12
14351034001,1097,2,18,9,5
12001026001,1098,1,24,12,12
14353073001,1099,2,12,6,3
14311044001,1100,1,24,12,12
12150016001,1101,1,24,12,12
12151015001,1102,1,24,12,12
14121011001,1103,1,12,6,6
12011136001,1104,1,24,12,12
10010018001,1105,1,120,60,60
10002915001,1106,1,48,24,24
14104073001,1107,1,24,12,12
11071033001,1108,1,24,12,12
14226005001,1109,1,120,60,60
14621070001,1110,1,36,18,18
10010009001,1111,1,48,24,24
14612059001,1112,1,24,12,12
12011473001,1113,1,36,18,18
14833036001,1114,1,72,36,36
14110145001,1115,1,48,24,24
10053909001,1116,1,48,24,24
10032059001,1117,1,48,24,24
15024011001,1118,2,144,72,36
11050098001,1119,1,24,12,12
14200088001,1120,1,48,24,24
14631064001,1121,1,72,36,36
14203016001,1122,1,24,12,12
14632058001,1123,1,18,9,9
11103303001,1124,1,4,2,2
14111063001,1125,1,10,5,5
14200092001,1126,1,48,24,24
14000102001,1127,1,12,6,6
14833059001,1128,2,120,60,30
14361025001,1129,1,15,8,8
14204118001,1130,1,40,20,20
14204136001,1131,1,24,12,12
14822042001,1132,1,144,72,72
11010115001,1133,1,6,3,3
11103027001,1134,1,12,6,6
14243034001,1135,1,36,18,18
11103018001,1136,1,6,3,3
10014037001,1137,1,96,48,48
14506036001,1138,1,32,16,16
14301108001,1139,1,24,12,12
10023049001,1140,1,6,3,3
11032024001,1141,1,24,12,12
10022014001,1142,1,30,15,15
14506145001,1143,1,8,4,4
14831018001,1144,1,216,108,108
14832037001,1145,1,60,30,30
11042005001,1146,1,24,12,12
31914003001,1147,1,312,156,156
12002126001,1148,1,24,12,12
12011275001,1149,1,12,6,6
10033048001,1150,1,48,24,24
12120058001,1151,1,36,18,18
11110078004,1152,1,50,25,25
12005093004,1153,1,36,18,18
14616022001,1154,1,6,3,3
12000124001,1155,1,24,12,12
31822064001,1156,2,4,2,1
14630034001,1157,1,60,30,30
14805018001,1158,1,96,48,48
15023010001,1159,1,192,96,96
14621058001,1160,1,36,18,18
31423019001,1161,1,60,30,30
14621013001,1162,1,24,12,12
14223073001,1163,1,48,24,24
12123024001,1164,1,18,9,9
14210035001,1165,1,12,6,6
14342025001,1166,1,72,36,36
14223247001,1167,1,32,16,16
10014076001,1168,1,96,48,48
11062019001,1169,1,36,18,18
14103070001,1170,1,12,6,6
14621009001,1171,1,36,18,18
14351055001,1172,1,16,8,8
14511005001,1173,1,12,6,6
14602011001,1174,1,300,150,150
11010043001,1175,1,6,3,3
11032002001,1176,1,72,36,36
14310025001,1177,1,30,15,15
14833049001,1178,1,144,72,72
14611001001,1179,1,48,24,24
10020094001,1180,1,72,36,36
14302006001,1181,1,36,18,18
10020010001,1182,1,48,24,24
14810018001,1183,1,72,36,36
12105067001,1184,1,12,6,6
11051025001,1185,1,60,30,30
14810025001,1186,1,72,36,36
14315004001,1187,1,24,12,12
14615114001,1188,1,36,18,18
14313019001,1189,1,30,15,15
12105001001,1190,1,12,6,6
10021005001,1191,1,96,48,48
31501901004,1192,1,40,20,20
11103031001,1193,1,11,6,6
14361137001,1194,1,12,6,6
12220019001,1195,1,8,4,4
30045077002,1196,1,100,50,50
14010033001,1197,1,12,6,6
12220011001,1198,1,4,2,2
12011206001,1199,1,24,12,12
14620133001,1200,1,48,24,24
14510180001,1201,1,13,7,7
12201059001,1202,7,231,116,17
10023892001,1203,1,4,2,2
14850102001,1204,3,3,2,1
14242010001,1205,1,30,15,15
10035024001,1206,1,36,18,18
12012043001,1207,1,48,24,24
14506053001,1208,1,24,12,12
14120060001,1209,1,36,18,18
14830017001,1210,1,144,72,72
14242164001,1211,1,12,6,6
12011409001,1212,1,12,6,6
12010068001,1213,1,216,108,108
12102112001,1214,1,60,30,30
14820015001,1215,1,192,96,96
14310016001,1216,1,28,14,14
11050032001,1217,1,24,12,12
14204052001,1218,1,24,12,12
11032008001,1219,1,72,36,36
14204899001,1220,1,20,10,10
14833084001,1221,1,24,12,12
11050064001,1222,1,8,4,4
14242150001,1223,1,24,12,12
14300046001,1224,1,12,6,6
14200019001,1225,1,50,25,25
12020036001,1226,1,108,54,54
14200090001,1227,1,48,24,24
14740006001,1228,1,24,12,12
14631037001,1229,1,48,24,24
14621095001,1230,1,36,18,18
12011367001,1231,1,12,6,6
14501029001,1232,1,48,24,24
12123007001,1233,1,28,14,14
14621003001,1234,1,36,18,18
14243013001,1235,1,30,15,15
10024001001,1236,1,96,48,48
12011069001,1237,1,24,12,12
10014111001,1238,1,96,48,48
12123009001,1239,1,40,20,20
11010013001,1240,1,6,3,3
14822026001,1241,1,60,30,30
12011383001,1242,1,24,12,12
14620091001,1243,1,36,18,18
14740037001,1244,1,24,12,12
11103014001,1245,1,8,4,4
14221113001,1246,1,20,10,10
14204150001,1247,1,40,20,20
14242105001,1248,1,45,23,23
12020225001,1249,1,84,42,42
11040040001,1250,1,36,18,18
10020046001,1251,1,144,72,72
14200014001,1252,1,40,20,20
14353025001,1253,1,24,12,12
12123005001,1254,1,16,8,8
11031907001,1255,1,36,18,18
10034026001,1256,3,36,18,6
31414020001,1257,1,4,2,2
30072062001,1258,1,22,11,11
14361004001,1259,1,12,6,6
14226059001,1260,1,120,60,60
14226016001,1261,1,120,60,60
14360007001,1262,1,18,9,9
14711014001,1263,1,60,30,30
14821001001,1264,1,72,36,36
11042017001,1265,1,12,6,6
11050087001,1266,1,36,18,18
14022069001,1267,1,12,6,6
11103179001,1268,1,66,33,33
14012025001,1269,1,70,35,35
14361109001,1270,1,12,6,6
12010084001,1271,1,216,108,108
12011169001,1272,1,12,6,6
14002026001,1273,1,24,12,12
11111014001,1274,1,6,3,3
10023005001,1275,1,5,3,3
11074005001,1276,1,36,18,18
10034015001,1277,1,120,60,60
14210056001,1278,1,80,40,40
14502008001,1279,1,48,24,24
12202009001,1280,4,16,8,2
10021018001,1281,1,36,18,18
14634027001,1282,1,72,36,36
12121036001,1283,1,68,34,34
14700075001,1284,1,36,18,18
14620163001,1285,1,36,18,18
14853003001,1286,1,144,72,72
12011163001,1287,1,24,12,12
12000170001,1288,1,24,12,12
14506062001,1289,1,24,12,12
14602022001,1290,1,240,120,120
10014905001,1291,2,144,72,36
12106064001,1292,1,36,18,18
14633936001,1293,1,216,108,108
10011028001,1294,1,72,36,36
14361096001,1295,1,15,8,8
12122002002,1296,1,24,12,12
31912036001,1297,1,8,4,4
12106043001,1298,1,72,36,36
14242081001,1299,1,12,6,6
12011172001,1300,1,12,6,6
12011251001,1301,1,24,12,12
14243007001,1302,1,24,12,12
11032035001,1303,1,48,24,24
31564007001,1304,1,48,24,24
14222141001,1305,1,20,10,10
14612012001,1306,1,42,21,21
11032222002,1307,1,12,6,6
10032023001,1308,1,144,72,72
14243010001,1309,1,60,30,30
10021003001,1310,1,96,48,48
10002916001,1311,1,24,12,12
11010027001,1312,1,6,3,3
12011176001,1313,1,24,12,12
11042023001,1314,1,36,18,18
12123062001,1315,1,34,17,17
14510084001,1316,1,13,7,7
12121059001,1317,1,24,12,12
14350007001,1318,1,20,10,10
15020913001,1319,1,24,12,12
31501009001,1320,1,72,36,36
14510026001,1321,1,20,10,10
12120083001,1322,1,38,19,19
14111067001,1323,1,85,43,43
11022002001,1324,1,80,40,40
11100019001,1325,1,4,2,2
14000008001,1326,3,15,8,3
10034057001,1327,1,16,8,8
14001149001,1328,1,12,6,6
14361086001,1329,1,12,6,6
11103279001,1330,1,12,6,6
14804013001,1331,1,6,3,3
12123080001,1332,1,72,36,36
11062015001,1333,1,60,30,30
10022020001,1334,1,96,48,48
11050093001,1335,1,63,32,32
14631028001,1336,1,48,24,24
12010022001,1337,1,216,108,108
11110082001,1338,1,12,6,6
14304194001,1339,1,24,12,12
12102048001,1340,1,96,48,48
14204148001,1341,1,30,15,15
11032014002,1342,1,24,12,12
12011165001,1343,1,24,12,12
14312029001,1344,1,60,30,30
14200089001,1345,1,48,24,24
11030032001,1346,1,48,24,24
12105066001,1347,1,12,6,6
14312003001,1348,1,48,24,24
12005093007,1349,1,36,18,18
14804008001,1350,1,96,48,48
11022017001,1351,1,4,2,2
14303898001,1352,1,24,12,12
12010074001,1353,1,36,18,18
14620001001,1354,1,24,12,12
14351038001,1355,1,12,6,6
14311119001,1356,1,20,10,10
14244031001,1357,1,20,10,10
12011003001,1358,1,24,12,12
12010010001,1359,1,8,4,4
14741010001,1360,1,72,36,36
14311046001,1361,1,24,12,12
11111030001,1362,1,4,2,2
12000350001,1363,1,24,12,12
12105043002,1364,1,12,6,6
12123097001,1365,1,24,12,12
14633937001,1366,1,216,108,108
11103291001,1367,1,21,11,11
14012002001,1368,1,20,10,10
14011033001,1369,1,12,6,6
12110022001,1370,1,192,96,96
12122053001,1371,1,12,6,6
12106020001,1372,1,60,30,30
12102059001,1373,1,36,18,18
14506383001,1374,1,64,32,32
15020925001,1375,1,216,108,108
10011004001,1376,1,144,72,72
31476039001,1377,1,50,25,25
10041020001,1378,1,24,12,12
12120039001,1379,1,24,12,12
10033023001,1380,2,96,48,24
10033033001,1381,1,48,24,24
10904003001,1382,1,2,1,1
14001080001,1383,1,12,6,6
14241002001,1384,1,40,20,20
14226042001,1385,1,120,60,60
11061002001,1386,1,30,15,15
14510259001,1387,1,13,7,7
11041007001,1388,1,48,24,24
11111012001,1389,1,4,2,2
11041019001,1390,1,50,25,25
12106016002,1391,1,72,36,36
11103265001,1392,1,4,2,2
14000036001,1393,1,24,12,12
10035011001,1394,2,32,16,8
11071008001,1395,1,192,96,96
14631929001,1396,1,48,24,24
12106019001,1397,1,24,12,12
12120018001,1398,1,24,12,12
14332013001,1399,1,12,6,6
12002100001,1400,1,30,15,15
12003028001,1401,1,60,30,30
14601067001,1402,1,160,80,80
10030020001,1403,1,36,18,18
31502032004,1404,1,40,20,20
12000182001,1405,1,24,12,12
14632067001,1406,1,72,36,36
11103084001,1407,1,12,6,6
12000125001,1408,1,30,15,15
14511076001,1409,1,13,7,7
14362898001,1410,1,12,6,6
12000067001,1411,1,36,18,18
10024005001,1412,1,96,48,48
14101017001,1413,1,336,168,168
11074020001,1414,1,36,18,18
14010284001,1415,1,48,24,24
35301004001,1416,1,30,15,15
15023008001,1417,1,144,72,72
14505039001,1418,1,48,24,24
14621028001,1419,1,216,108,108
12011364001,1420,1,24,12,12
14832043001,1421,1,24,12,12
14822038001,1422,1,84,42,42
14832909001,1423,1,216,108,108
12011490001,1424,1,12,6,6
10032081001,1425,1,48,24,24
14506298001,1426,1,80,40,40
14611015001,1427,1,6,3,3
12023025001,1428,1,48,24,24
14506041001,1429,1,12,6,6
12011068001,1430,1,12,6,6
14243148001,1431,1,60,30,30
14621078001,1432,1,72,36,36
14225946001,1433,1,324,162,162
10023083001,1434,1,12,6,6
14303033001,1435,1,24,12,12
14602060001,1436,1,240,120,120
11050078001,1437,1,20,10,10
14201020001,1438,1,30,15,15
14312005001,1439,1,36,18,18
11050103001,1440,1,24,12,12
14507042001,1441,1,72,36,36
14200002001,1442,1,100,50,50
14220085001,1443,1,40,20,20
11110091001,1444,1,4,2,2
14833078001,1445,1,144,72,72
14204090001,1446,1,12,6,6
12102087001,1447,1,156,78,78
14730010001,1448,1,36,18,18
14204135001,1449,1,36,18,18
14603038001,1450,1,80,40,40
14615048001,1451,1,6,3,3
10040021001,1452,1,72,36,36
11010019001,1453,1,12,6,6
14602049001,1454,1,174,87,87
14502005001,1455,1,24,12,12
14500005001,1456,1,90,45,45
14603030001,1457,1,60,30,30
14602050001,1458,1,138,69,69
14200070001,1459,1,40,20,20
14200060001,1460,1,40,20,20
12103024001,1461,1,216,108,108
12103025001,1462,1,144,72,72
14111102001,1463,1,12,6,6
12100002001,1464,1,96,48,48
14830037001,1465,1,144,72,72
12020035001,1466,1,60,30,30
14111100001,1467,1,36,18,18
12103105001,1468,1,144,72,72
14362900001,1469,1,15,8,8
12122030001,1470,1,48,24,24
31420001001,1471,1,48,24,24
14000099001,1472,1,12,6,6
12212056001,1473,1,60,30,30
31423896001,1474,1,20,10,10
12211016001,1475,1,14,7,7
12123147001,1476,1,24,12,12
11103164001,1477,1,18,9,9
12105011001,1478,1,12,6,6
14103084001,1479,1,540,270,270
12105053001,1480,1,24,12,12
30052113002,1481,1,60,30,30
12106067001,1482,1,54,27,27
12120015001,1483,1,96,48,48
11103062001,1484,1,12,6,6
14001055001,1485,1,10,5,5
31827020001,1486,2,4,2,1
11022034001,1487,1,36,18,18
14822009001,1488,1,72,36,36
10023003001,1489,1,48,24,24
11022036001,1490,1,24,12,12
12005093005,1491,1,36,18,18
14312001001,1492,1,48,24,24
11030066001,1493,1,48,24,24
12010019001,1494,1,24,12,12
14805002001,1495,1,96,48,48
12003098001,1496,1,45,23,23
65106084001,1497,1,30,15,15
10002051001,1498,1,12,6,6
14300057001,1499,1,48,24,24
14300070001,1500,1,24,12,12
12000351001,1501,1,24,12,12
11030018001,1502,1,36,18,18
11022024001,1503,1,24,12,12
31501904001,1504,1,60,30,30
14631948001,1505,1,72,36,36
12000361001,1506,1,45,23,23
12123055001,1507,1,8,4,4
14523107001,1508,1,49,25,25
14600022001,1509,1,72,36,36
10023110001,1510,1,18,9,9
11104001001,1511,1,6,3,3
12121085001,1512,1,36,18,18
12122014001,1513,1,48,24,24
12020324001,1514,1,126,63,63
12130016001,1515,2,12,6,3
14615061001,1516,1,4,2,2
12011374001,1517,1,24,12,12
12011238001,1518,1,6,3,3
12011115001,1519,1,24,12,12
12001043001,1520,1,48,24,24
32410035001,1521,1,200,100,100
12103170001,1522,1,216,108,108
11110079001,1523,1,36,18,18
12003077001,1524,1,45,23,23
12102026001,1525,1,96,48,48
12102020001,1526,1,144,72,72
31422898001,1527,1,48,24,24
14300002001,1528,1,40,20,20
11032222001,1529,1,12,6,6
14243028001,1530,1,20,10,10
10022006001,1531,1,144,72,72
10021040001,1532,1,24,12,12
14222011001,1533,1,640,320,320
14210058001,1534,1,80,40,40
14210027001,1535,1,60,30,30
14204073001,1536,1,24,12,12
14303040001,1537,1,24,12,12
14506021001,1538,1,60,30,30
14801020001,1539,1,120,60,60
11022003001,1540,1,24,12,12
14352028001,1541,1,16,8,8
14341068001,1542,1,72,36,36
14312015001,1543,1,84,42,42
11050078002,1544,1,20,10,10
11074007001,1545,1,36,18,18
14023202001,1546,1,42,21,21
14022119001,1547,1,32,16,16
14512015001,1548,1,16,8,8
14632103001,1549,1,84,42,42
31421035001,1550,1,48,24,24
12153015001,1551,1,48,24,24
10040056001,1552,2,24,12,6
11050053001,1553,1,24,12,12
10014212001,1554,1,24,12,12
11062006001,1555,1,18,9,9
11070015001,1556,1,24,12,12
14202011001,1557,1,30,15,15
10052015001,1558,1,24,12,12
10002038001,1559,1,12,6,6
33551909001,1560,1,4,2,2
32431035001,1561,1,24,12,12
10002078001,1562,1,12,6,6
14632044001,1563,1,36,18,18
10022012001,1564,1,120,60,60
10014106001,1565,1,48,24,24
31502034003,1566,1,30,15,15
15023001001,1567,1,72,36,36
31502012001,1568,1,40,20,20
10014073001,1569,1,96,48,48
31564005001,1570,1,36,18,18
14832931001,1571,1,192,96,96
31255005001,1572,1,75,38,38
11110078002,1573,1,30,15,15
14225016001,1574,1,240,120,120
11110078001,1575,1,30,15,15
12120024001,1576,1,72,36,36
14213092001,1577,1,12,6,6
12011403001,1578,1,24,12,12
14310139001,1579,1,24,12,12
12011427001,1580,1,12,6,6
11030010001,1581,1,110,55,55
14332007001,1582,1,6,3,3
12011484001,1583,1,12,6,6
14321011001,1584,1,96,48,48
14311093001,1585,1,18,9,9
12020117001,1586,1,84,42,42
12327025001,1587,1,5,3,3
14304009001,1588,1,24,12,12
14303897001,1589,1,24,12,12
14302072001,1590,1,24,12,12
12123092001,1591,1,54,27,27
11074031001,1592,1,36,18,18
11075003001,1593,1,24,12,12
11100003001,1594,1,4,2,2
14001150001,1595,1,12,6,6
12123056001,1596,1,72,36,36
12123020001,1597,1,24,12,12
12121028001,1598,1,72,36,36
12121065001,1599,1,83,42,42
11050102001,1600,1,24,12,12
12121067001,1601,1,57,29,29
11061030001,1602,1,90,45,45
11061032001,1603,1,90,45,45
12000359001,1604,1,24,12,12
14604027001,1605,1,216,108,108
11020012001,1606,1,36,18,18
14507087001,1607,1,96,48,48
14603026001,1608,1,120,60,60
14506171001,1609,1,60,30,30
11112007001,1610,1,96,48,48
14602044001,1611,1,174,87,87
12011257001,1612,1,24,12,12
14361902001,1613,1,24,12,12
14512035001,1614,1,13,7,7
12011235001,1615,1,24,12,12
10031015001,1616,1,48,24,24
12121072001,1617,1,36,18,18
12122045001,1618,1,24,12,12
12212044001,1619,1,61,31,31
12212008001,1620,1,216,108,108
11103314001,1621,1,48,24,24
12201107001,1622,7,21,11,2
12000207001,1623,1,24,12,12
34511049001,1624,1,8,4,4
12123101001,1625,1,8,4,4
12121037001,1626,1,48,24,24
12100091001,1627,1,132,66,66
31644022001,1628,1,48,24,24
31533003001,1629,1,30,15,15
12020500001,1630,1,144,72,72
11112004001,1631,1,6,3,3
12020003001,1632,1,102,51,51
12011426001,1633,1,12,6,6
31531047001,1634,1,24,12,12
12010040001,1635,1,48,24,24
31502010001,1636,1,30,15,15
31531021001,1637,1,160,80,80
12105059001,1638,1,42,21,21
12010118001,1639,1,24,12,12
12103016001,1640,1,240,120,120
14370077001,1641,1,60,30,30
14740050001,1642,1,24,12,12
14740016001,1643,1,24,12,12
11010060001,1644,1,12,6,6
14730008001,1645,1,36,18,18
14361074001,1646,1,12,6,6
10022024001,1647,1,144,72,72
14321009001,1648,1,120,60,60
11030095001,1649,1,48,24,24
11030006001,1650,1,48,24,24
14342007001,1651,1,96,48,48
14350011001,1652,1,18,9,9
14720022001,1653,1,100,50,50
14604038001,1654,1,174,87,87
10032007001,1655,1,48,24,24
10031009001,1656,1,48,24,24
11010022001,1657,1,12,6,6
10023041001,1658,1,72,36,36
14506411001,1659,1,20,10,10
14509017001,1660,1,80,40,40
10034018001,1661,1,12,6,6
14852064001,1662,1,72,36,36
14852005001,1663,1,72,36,36
14110270001,1664,1,5,3,3
11061054001,1665,1,48,24,24
11074046001,1666,1,100,50,50
14204198001,1667,1,40,20,20
11040060001,1668,1,36,18,18
14241078001,1669,1,40,20,20
14242013001,1670,1,50,25,25
11040018001,1671,1,24,12,12
14244046001,1672,1,30,15,15
14300003001,1673,1,24,12,12
14240008001,1674,1,12,6,6
14210029001,1675,1,48,24,24
14833045001,1676,1,80,40,40
14213055001,1677,1,24,12,12
14227001001,1678,1,12,6,6
14223171001,1679,1,60,30,30
14242044001,1680,1,20,12,12
11074059001,1681,1,72,44,44
14244005001,1682,1,12,8,8
14244935001,1683,1,12,8,8
14300021001,1684,1,60,36,36
14300113001,1685,1,45,27,27
14301110001,1686,1,36,22,22
14303021001,1687,1,12,8,8
14304062001,1688,1,36,22,22
11072036001,1689,1,48,29,29
14311075001,1690,1,36,22,22
11071005001,1691,1,1020,612,612
14312017001,1692,1,36,22,22
11070018001,1693,1,24,15,15
14320899001,1694,1,30,18,18
14331013001,1695,1,8,5,5
14240007001,1696,1,20,12,12
14225933001,1697,1,324,195,195
14632385001,1698,1,84,51,51
14204100001,1699,1,60,36,36
11103115001,1700,1,4,3,3
11103102002,1701,1,4,3,3
11103102001,1702,1,4,3,3
11103068001,1703,1,6,4,4
14201003001,1704,1,20,12,12
14203005001,1705,1,20,12,12
14203055001,1706,1,30,18,18
14204067001,1707,1,32,20,20
14210025001,1708,1,105,63,63
11102017001,1709,1,40,24,24
14210084001,1710,1,12,8,8
11101044001,1711,1,54,33,33
14210135001,1712,1,48,29,29
14213008001,1713,1,36,22,22
14222001001,1714,1,30,18,18
14225029001,1715,1,636,382,382
14331997001,1716,1,6,4,4
14612925001,1717,1,72,44,44
14520044001,1718,1,12,8,8
14601032001,1719,1,48,29,29
11032221001,1720,1,24,15,15
11032015001,1721,1,60,36,36
14604033001,1722,1,174,105,105
14611009001,1723,1,12,8,8
11031049001,1724,1,60,36,36
14613939001,1725,1,24,15,15
14614001001,1726,1,12,8,8
14615016001,1727,1,96,58,58
14615898001,1728,1,12,8,8
14616060001,1729,1,36,22,22
11030195001,1730,1,72,44,44
11030183002,1731,1,60,36,36
14620178001,1732,1,48,29,29
14512025001,1733,1,13,8,8
14510213001,1734,1,13,8,8
11061028001,1735,1,112,68,68
14341019001,1736,1,72,44,44
14352003001,1737,1,24,15,15
14352076001,1738,1,12,8,8
14352093001,1739,1,24,15,15
14352999001,1740,1,20,12,12
11051004001,1741,1,24,15,15
14360001001,1742,1,24,15,15
14505035001,1743,1,8,5,5
14505913001,1744,1,8,5,5
14505996001,1745,1,8,5,5
14506057001,1746,1,96,58,58
14506393001,1747,1,12,8,8
14507061001,1748,1,72,44,44
14023200001,1749,1,42,26,26
12100103001,1750,1,120,72,72
12001059001,1751,1,36,22,22
12020901001,1752,1,84,51,51
12020927001,1753,1,50,30,30
12022043001,1754,1,102,62,62
12034094001,1755,1,36,22,22
12000480001,1756,1,24,15,15
12105021001,1757,1,24,15,15
12102136001,1758,1,150,90,90
12102153001,1759,1,150,90,90
12103029001,1760,1,144,87,87
12103031001,1761,1,132,80,80
12103040001,1762,1,72,44,44
12103089001,1763,1,144,87,87
12000261001,1764,1,24,15,15
12001077001,1765,1,24,15,15
12005082007,1766,1,57,35,35
12010051001,1767,1,32,20,20
12011051001,1768,1,12,8,8
12011063001,1769,1,24,15,15
12011120001,1770,1,12,8,8
12002949001,1771,1,45,27,27
12011264001,1772,1,24,15,15
12011282001,1773,1,24,15,15
12011326001,1774,1,12,8,8
12011351001,1775,1,12,8,8
12002062001,1776,1,24,15,15
12012164001,1777,1,48,29,29
12002010001,1778,1,24,15,15
12012196001,1779,1,144,87,87
12000260001,1780,1,42,26,26
12000221001,1781,1,36,22,22
14013006001,1782,1,12,8,8
12123129001,1783,1,71,43,43
12151094001,1784,1,24,15,15
12212037001,1785,1,288,173,173
12212060001,1786,1,16,10,10
12234036001,1787,1,2,2,2
11103283001,1788,1,12,8,8
12327009001,1789,1,120,72,72
12105063001,1790,1,80,48,48
11103244001,1791,1,8,5,5
12327026001,1792,1,6,4,4
11103233001,1793,1,4,3,3
14000120001,1794,1,12,8,8
14001043001,1795,1,12,8,8
11103152001,1796,1,4,3,3
14010283001,1797,1,48,29,29
12123068001,1798,1,24,15,15
11110065001,1799,1,4,3,3
12000191001,1800,1,36,22,22
12112025001,1801,1,84,51,51
